dt,uV
2272.99,0.224
2272.9949,0.24400002
2273.0,0.25300002
2273.005,0.263
2273.01,0.287
2273.015,0.316
2273.02,0.33200002
2273.025,0.328
2273.03,0.31500003
2273.035,0.30400002
2273.04,0.29900002
2273.045,0.296
2273.05,0.294
2273.055,0.289
2273.06,0.279
2273.065,0.27100003
2273.07,0.273
2273.075,0.289
2273.0798,0.30400002
2273.085,0.303
2273.0898,0.28800002
2273.095,0.27600002
2273.0999,0.27400002
2273.105,0.27
2273.1099,0.257
2273.115,0.246
2273.1199,0.245
2273.125,0.24900001
2273.13,0.24700001
2273.135,0.24700001
2273.14,0.27100003
2273.145,0.33400002
2273.15,0.42600003
2273.155,0.53300005
2273.16,0.632
2273.165,0.67300004
2273.17,0.586
2273.175,0.34300002
2273.18,0.028
2273.185,-0.21300001
2273.19,-0.27600002
2273.195,-0.18800001
2273.2,-0.05
2273.2048,0.056
2273.21,0.125
2273.2148,0.179
2273.22,0.22800002
2273.2249,0.26200002
2273.23,0.28
2273.2349,0.287
2273.24,0.29000002
2273.2449,0.29200003
2273.25,0.296
2273.255,0.30900002
2273.26,0.32700002
2273.265,0.337
2273.27,0.333
2273.275,0.324
2273.28,0.321
2273.285,0.32700002
2273.29,0.333
2273.295,0.335
2273.3,0.33200002
2273.305,0.33100003
2273.31,0.33600003
2273.315,0.347
2273.32,0.35900003
2273.325,0.363
2273.3298,0.35500002
2273.335,0.34100002
2273.3398,0.33100003
2273.345,0.33100003
2273.3499,0.337
2273.355,0.34500003
2273.3599,0.35300002
2273.365,0.358
2273.3699,0.35900003
2273.375,0.35500002
2273.38,0.358
2273.385,0.37300003
2273.39,0.38700002
2273.395,0.38200003
2273.4,0.356
2273.405,0.337
2273.41,0.34300002
2273.415,0.36100003
2273.42,0.35700002
2273.425,0.32000002
2273.43,0.28
2273.435,0.275
2273.44,0.303
2273.445,0.32500002
2273.45,0.305
2273.4548,0.25100002
2273.46,0.2
2273.4648,0.18300001
2273.47,0.19100001
2273.4749,0.19700001
2273.48,0.179
2273.4849,0.14500001
2273.49,0.11800001
2273.4949,0.11400001
2273.5,0.125
2273.505,0.135
2273.51,0.135
2273.515,0.133
2273.52,0.135
2273.525,0.134
2273.53,0.127
2273.535,0.12200001
2273.54,0.12900001
2273.545,0.149
2273.55,0.165
2273.555,0.171
2273.56,0.177
2273.565,0.2
2273.57,0.23400001
2273.575,0.257
2273.5798,0.256
2273.585,0.24000001
2273.5898,0.224
2273.595,0.21200001
2273.5999,0.19600001
2273.605,0.17600001
2273.6099,0.157
2273.615,0.14500001
2273.6199,0.13100001
