dt,uV
24.994999,-5.1140003
25.0,-5.117
25.005,-5.122
25.01,-5.1280003
25.015,-5.129
25.019999,-5.1260004
25.025,-5.1210003
25.029999,-5.118
25.035,-5.1150002
25.039999,-5.111
25.045,-5.104
25.05,-5.096
25.055,-5.092
25.06,-5.0880003
25.064999,-5.0820003
25.07,-5.077
25.074999,-5.077
25.08,-5.0820003
25.085,-5.0860004
25.09,-5.083
25.095,-5.0750003
25.1,-5.0690002
25.105,-5.0680003
25.109999,-5.065
25.115,-5.057
25.119999,-5.0470004
25.125,-5.0400004
25.13,-5.0420003
25.135,-5.0490003
25.14,-5.0550003
25.144999,-5.057
25.15,-5.0530005
25.154999,-5.0480003
25.16,-5.046
25.164999,-5.0490003
25.17,-5.0530005
25.175,-5.052
25.18,-5.045
25.185,-5.0340004
25.189999,-5.0230002
25.195,-5.012
25.199999,-5.0010004
25.205,-4.999
25.21,-5.0080004
25.215,-5.0270004
25.22,-5.0400004
25.225,-5.0410004
25.23,-5.032
25.234999,-5.0280004
25.24,-5.0330005
25.244999,-5.043
25.25,-5.0470004
25.255,-5.043
25.26,-5.037
25.265,-5.0350003
25.269999,-5.0360003
25.275,-5.0350003
25.279999,-5.031
25.285,-5.031
25.289999,-5.0330005
25.295,-5.031
25.3,-5.025
25.305,-5.0200005
25.31,-5.006
25.314999,-4.939
25.32,-4.7840004
25.324999,-4.5950003
25.33,-4.5140004
25.335,-4.658
25.34,-4.9830003
25.345,-5.295
25.35,-5.4170003
25.355,-5.3370004
25.359999,-5.1860003
25.365,-5.089
25.369999,-5.0600004
25.375,-5.05
25.38,-5.032
25.385,-5.0230002
25.39,-5.0350003
25.394999,-5.0470004
25.4,-5.0360003
25.404999,-5.011
25.41,-4.9960003
25.414999,-4.999
25.42,-5.006
25.425,-5.0070004
25.43,-5.005
25.435,-5.005
25.439999,-5.0020003
25.445,-4.991
25.449999,-4.977
25.455,-4.971
25.46,-4.977
25.465,-4.985
25.47,-4.985
25.475,-4.973
25.48,-4.959
25.484999,-4.9480004
25.49,-4.9410005
25.494999,-4.933
25.5,-4.918
25.505,-4.899
25.51,-4.879
25.515,-4.861
25.519999,-4.847
25.525,-4.839
25.529999,-4.8370004
25.535,-4.8370004
25.539999,-4.8360004
25.545,-4.833
25.55,-4.828
25.555,-4.826
25.56,-4.827
25.564999,-4.834
25.57,-4.8490005
25.574999,-4.872
25.58,-4.9020004
25.585,-4.933
25.59,-4.9630003
25.595,-4.9880004
25.599998,-5.006
25.605,-5.011
25.609999,-5.01
25.615,-5.0090003
25.619999,-5.0160003
25.625,-5.0290003
25.63,-5.038
25.635,-5.037
25.64,-5.026
25.644999,-5.011
25.65,-5.0020003
25.654999,-5.0010004
25.66,-5.0030003
25.664999,-5.0020003
25.67,-4.9950004
25.675,-4.9870005
25.68,-4.9820004
25.685,-4.98
25.689999,-4.979
25.695,-4.978
25.699999,-4.978
25.705,-4.9820004
25.71,-4.986
25.715,-4.9880004
25.72,-4.9880004
25.724998,-4.9880004
25.73,-4.9890003
25.734999,-4.9900002
25.74,-4.9900002
25.744999,-4.9900002
25.75,-4.9950004
25.755,-4.999
25.76,-4.9960003
25.765,-4.9830003
25.769999,-4.9680004
25.775,-4.964
25.779999,-4.9680004
25.785,-4.9700003
25.789999,-4.9610004
25.795,-4.9440002
25.8,-4.9300003
25.805,-4.927
25.81,-4.9300003
25.814999,-4.9350004
25.82,-4.938
25.824999,-4.9410005
25.83,-4.9420004
25.835,-4.9410005
25.84,-4.9360003
25.845,-4.931
25.849998,-4.927
25.855,-4.9280005
25.859999,-4.933
25.865,-4.94
25.869999,-4.9490004
25.875,-4.9560003
25.88,-4.958
25.885,-4.951
25.89,-4.938
25.894999,-4.926
25.9,-4.925
25.904999,-4.933
25.91,-4.94
25.914999,-4.939
25.92,-4.9220004
25.925,-4.867
25.93,-4.7530003
25.935,-4.5950003
25.939999,-4.486
25.945,-4.539
25.949999,-4.78
25.955,-5.0870004
25.96,-5.2790003
25.965,-5.2700005
25.97,-5.13
25.974998,-4.998
25.98,-4.9430003
25.984999,-4.9350004
25.99,-4.9230003
25.994999,-4.901
26.0,-4.8910003
26.005,-4.8980002
26.01,-4.901
26.015,-4.8910003
26.019999,-4.881
26.025,-4.886
26.029999,-4.8980002
26.035,-4.9
26.039999,-4.8890004
26.045,-4.879
26.05,-4.88
26.055,-4.887
26.06,-4.888
26.064999,-4.8820004
26.07,-4.875
26.074999,-4.8690004
26.08,-4.861
26.085,-4.8440003
26.09,-4.8230004
26.095,-4.8050003
26.099998,-4.794
26.105,-4.7850003
26.109999,-4.7730002
26.115,-4.7570004
26.119999,-4.741
26.125,-4.7240005
26.13,-4.7000003
26.135,-4.671
26.14,-4.6470003
26.144999,-4.637
26.15,-4.637
26.154999,-4.635
26.16,-4.6260004
26.164999,-4.617
26.17,-4.617
26.175,-4.6270003
26.18,-4.6390004
26.185,-4.6480002
26.189999,-4.658
26.195,-4.6740003
26.199999,-4.696
26.205,-4.7190003
26.21,-4.737
26.215,-4.749
26.22,-4.755
26.224998,-4.76
26.23,-4.767
26.234999,-4.775
26.24,-4.781
26.244999,-4.783
26.25,-4.7850003
26.255,-4.793
26.26,-4.802
26.265,-4.8050003
26.269999,-4.7970004
26.275,-4.783
26.279999,-4.774
26.285,-4.7710004
26.289999,-4.7710004
26.295,-4.768
26.3,-4.763
26.305,-4.755
26.31,-4.748
26.314999,-4.743
26.32,-4.7450004
26.324999,-4.7530003
26.33,-4.761
26.335,-4.761
26.34,-4.756
26.345,-4.7520003
26.349998,-4.754
26.355,-4.76
26.359999,-4.762
26.365,-4.7570004
26.369999,-4.748
26.375,-4.736
26.38,-4.7240005
26.385,-4.715
26.39,-4.715
26.394999,-4.723
26.4,-4.7310004
26.404999,-4.7310004
26.41,-4.7260003
26.414999,-4.7240005
26.42,-4.729
26.425,-4.7330003
26.43,-4.73
26.435,-4.7260003
26.439999,-4.729
26.445,-4.7390003
26.449999,-4.748
26.455,-4.747
26.46,-4.7400002
26.465,-4.737
26.47,-4.742
26.474998,-4.7510004
26.48,-4.7580004
26.484999,-4.7640004
26.49,-4.7700005
26.494999,-4.7720003
26.5,-4.767
26.505,-4.7570004
26.51,-4.7510004
26.515,-4.7520003
26.519999,-4.755
26.525,-4.7580004
26.529999,-4.761
26.535,-4.7700005
26.539999,-4.787
26.545,-4.806
26.55,-4.807
26.555,-4.7530003
26.56,-4.6210003
26.564999,-4.4480004
26.57,-4.3450003
26.574999,-4.4230003
26.58,-4.6800003
26.585,-4.9700003
26.59,-5.123
26.595,-5.084
26.599998,-4.947
26.605,-4.835
26.609999,-4.793
26.615,-4.781
26.619999,-4.763
26.625,-4.7450004
26.63,-4.748
26.635,-4.7640004
26.64,-4.769
26.644999,-4.756
26.65,-4.743
26.654999,-4.7440004
26.66,-4.75
26.664999,-4.75
26.67,-4.742
26.675,-4.7390003
26.68,-4.7390003
26.685,-4.736
26.689999,-4.7260003
26.695,-4.7130003
26.699999,-4.7070003
26.705,-4.7060003
26.71,-4.7050004
26.715,-4.6990004
26.72,-4.6920004
26.724998,-4.6850004
26.73,-4.6740003
26.734999,-4.656
26.74,-4.636
26.744999,-4.6190004
26.75,-4.6080003
26.755,-4.5940003
26.76,-4.5750003
26.765,-4.5550003
26.769999,-4.5420003
26.775,-4.5350003
26.779999,-4.526
26.785,-4.5090003
26.789999,-4.492
26.795,-4.4880004
26.8,-4.498
26.805,-4.513
26.81,-4.519
26.814999,-4.5220003
26.82,-4.531
26.824999,-4.551
26.83,-4.5730004
26.835,-4.5930004
26.84,-4.6080003
26.845,-4.622
26.849998,-4.6320004
26.855,-4.636
26.859999,-4.638
26.865,-4.6410003
