dt,uV
2600.99,7.9920006
2600.9949,8.139
2601.0,8.345
2601.005,8.494
2601.01,8.567
2601.015,8.604
2601.02,8.632
2601.025,8.647
2601.03,8.646001
2601.035,8.646001
2601.04,8.657001
2601.045,8.673
2601.05,8.677
2601.055,8.673
2601.06,8.674001
2601.065,8.686001
2601.0698,8.701
2601.075,8.712001
2601.0798,8.723001
2601.085,8.739
2601.0898,8.762
2601.095,8.783
2601.0999,8.8
2601.105,8.817
2601.1099,8.843
2601.115,8.876
2601.1199,8.906
2601.125,8.928
2601.13,8.9470005
2601.135,8.976001
2601.14,9.019
2601.145,9.067
2601.15,9.104
2601.155,9.124001
2601.16,9.134001
2601.165,9.134001
2601.17,9.122001
2601.175,9.098001
2601.18,9.073
2601.185,9.059
2601.19,9.048
2601.1948,9.024
2601.2,8.981001
2601.2048,8.937
2601.21,8.911
2601.2148,8.904
2601.22,8.898001
2601.2249,8.882
2601.23,8.863001
2601.2349,8.857
2601.24,8.868
2601.2449,8.884001
2601.25,8.897
2601.255,8.910001
2601.26,8.93
2601.265,8.956
2601.27,8.981001
2601.275,8.999001
2601.28,9.01
2601.285,9.016001
2601.29,9.023001
2601.295,9.031
2601.3,9.044001
2601.305,9.056001
2601.31,9.061001
2601.315,9.057
2601.3198,9.05
2601.325,9.048
2601.3298,9.056001
2601.335,9.069
2601.3398,9.082001
2601.345,9.089001
2601.3499,9.086
2601.355,9.074
2601.3599,9.056001
2601.365,9.043
2601.3699,9.04
2601.375,9.04
2601.38,9.032001
2601.385,9.019
2601.39,9.009001
2601.395,9.012
2601.4,9.017
2601.405,9.012
2601.41,8.997001
2601.415,8.991
2601.42,9.005
2601.425,9.031
2601.43,9.049001
2601.435,9.051001
2601.44,9.044001
2601.4448,9.036
2601.45,9.031
2601.4548,9.029
2601.46,9.030001
2601.4648,9.029
2601.47,9.022
2601.4749,9.01
2601.48,9.008
2601.4849,9.018001
2601.49,9.023001
2601.4949,9.01
2601.5,8.998
2601.505,9.021001
2601.51,9.0720005
2601.515,9.102
2601.52,9.084001
2601.525,9.063001
2601.53,9.09
2601.535,9.128
2601.54,9.058001
2601.545,8.827001
2601.55,8.542001
2601.555,8.394
2601.56,8.471001
2601.565,8.687
2601.5698,8.898001
2601.575,9.035001
2601.5798,9.121
2601.585,9.188001
2601.5898,9.234
2601.595,9.249001
2601.5999,9.251
2601.605,9.267
2601.6099,9.295
2601.615,9.315001
2601.6199,9.319
2601.625,9.318001
2601.63,9.325001
2601.635,9.342
2601.64,9.363001
2601.645,9.386001
2601.65,9.413
2601.655,9.436001
2601.66,9.452001
2601.665,9.464001
2601.67,9.482
2601.675,9.51
2601.68,9.537001
2601.685,9.556001
2601.69,9.567
2601.6948,9.579
2601.7,9.602
2601.7048,9.637
2601.71,9.676001
2601.7148,9.707001
2601.72,9.722
2601.7249,9.722
2601.73,9.711
2601.7349,9.693001
2601.74,9.669001
2601.7449,9.64
2601.75,9.613001
2601.755,9.592
2601.76,9.573001
2601.765,9.549001
2601.77,9.5130005
2601.775,9.469001
2601.78,9.426001
2601.785,9.389001
2601.79,9.360001
2601.795,9.335
2601.8,9.313001
2601.805,9.293
2601.81,9.277
2601.815,9.266001
2601.8198,9.26
2601.825,9.2560005
2601.8298,9.253
2601.835,9.252001
2601.8398,9.257
2601.845,9.266001
2601.8499,9.272
2601.855,9.275001
2601.8599,9.277
2601.865,9.282001
2601.8699,9.287001
2601.875,9.2890005
2601.88,9.285001
2601.885,9.278001
2601.89,9.27
2601.895,9.2630005
2601.9,9.258
2601.905,9.252001
2601.91,9.242001
2601.915,9.227
2601.92,9.214001
2601.925,9.212001
2601.93,9.218
2601.935,9.218
2601.94,9.205001
2601.9448,9.183001
2601.95,9.169001
2601.9548,9.165
2601.96,9.160001
2601.9648,9.146001
2601.97,9.127001
2601.9749,9.113001
2601.98,9.106001
2601.9849,9.1
2601.99,9.098001
2601.9949,9.103001
2602.0,9.113001
2602.005,9.115001
2602.01,9.1050005
2602.015,9.099
2602.02,9.110001
2602.025,9.123
2602.03,9.114
2602.035,9.079
2602.04,9.05
2602.045,9.051001
2602.05,9.063001
2602.055,9.055
2602.06,9.028001
2602.065,9.018001
2602.0698,9.044001
2602.075,9.071
2602.0798,9.061001
2602.085,9.027
2602.0898,9.021001
2602.095,9.061001
2602.0999,9.1050005
2602.105,9.113001
2602.1099,9.103001
2602.115,9.111
2602.1199,9.107
2602.125,9.005
2602.13,8.778001
2602.135,8.528001
2602.14,8.418
2602.145,8.5130005
2602.15,8.723001
2602.155,8.904
2602.16,8.988001
2602.165,9.012
2602.17,9.033
2602.175,9.062
2602.18,9.077001
2602.185,9.068001
2602.19,9.055
2602.1948,9.055
2602.2,9.066
2602.2048,9.074
2602.21,9.071
2602.2148,9.063001
2602.22,9.06
2602.2249,9.070001
2602.23,9.091001
2602.2349,9.111
2602.24,9.122001
2602.2449,9.127001
2602.25,9.139001
2602.255,9.163
2602.26,9.188001
2602.265,9.200001
2602.27,9.206
2602.275,9.224
2602.28,9.262
2602.285,9.307
2602.29,9.334001
2602.295,9.34
2602.3,9.342
2602.305,9.352
2602.31,9.359
2602.315,9.351001
2602.3198,9.326
2602.325,9.297001
2602.3298,9.274
2602.335,9.253
2602.3398,9.226001
2602.345,9.193001
2602.3499,9.159
2602.355,9.125
2602.3599,9.091001
2602.365,9.059
2602.3699,9.031
2602.375,9.01
2602.38,8.995001
2602.385,8.979
2602.39,8.96
2602.395,8.939
2602.4,8.924001
2602.405,8.917001
2602.41,8.917001
2602.415,8.9140005
2602.42,8.909
2602.425,8.904
2602.43,8.907001
2602.435,8.912001
2602.44,8.916
2602.4448,8.918
2602.45,8.922001
2602.4548,8.929001
2602.46,8.932
2602.4648,8.927
2602.47,8.917001
2602.4749,8.911
2602.48,8.909
2602.4849,8.905001
2602.49,8.897
2602.4949,8.886001
2602.5,8.875
2602.505,8.865001
2602.51,8.857
2602.515,8.856
2602.52,8.858001
2602.525,8.857
2602.53,8.846001
2602.535,8.832001
2602.54,8.8220005
2602.545,8.81
2602.55,8.785001
2602.555,8.749001
2602.56,8.72
2602.565,8.715
2602.5698,8.724
2602.575,8.718
2602.5798,8.689
2602.585,8.661
2602.5898,8.661
2602.595,8.684
2602.5999,8.702001
2602.605,8.699
2602.6099,8.688001
2602.615,8.689
2602.6199,8.698
2602.625,8.695001
2602.63,8.674001
2602.635,8.653001
2602.64,8.648001
2602.645,8.653001
2602.65,8.653001
2602.655,8.646001
2602.66,8.645
2602.665,8.649
2602.67,8.646001
2602.675,8.6310005
2602.68,8.623
2602.685,8.641001
2602.69,8.6710005
2602.6948,8.683001
2602.7,8.676001
2602.7048,8.677
2602.71,8.686001
2602.7148,8.639
2602.72,8.474
2602.7249,8.225
2602.73,8.028001
2602.7349,8.004001
