dt,uV
3524.505,-0.095000006
3524.51,-0.101
3524.515,-0.108
3524.52,-0.113000005
3524.525,-0.117000006
3524.53,-0.119
3524.535,-0.123
3524.54,-0.126
3524.545,-0.127
3524.5498,-0.126
3524.555,-0.126
3524.5598,-0.128
3524.565,-0.13000001
3524.5698,-0.13100001
3524.575,-0.13100001
3524.5798,-0.13100001
3524.585,-0.13100001
3524.5898,-0.132
3524.595,-0.134
3524.5999,-0.13800001
3524.605,-0.143
3524.6099,-0.147
3524.615,-0.149
3524.6199,-0.15
3524.625,-0.15200001
3524.63,-0.155
3524.635,-0.157
3524.64,-0.16000001
3524.645,-0.163
3524.65,-0.16800001
3524.655,-0.17
3524.66,-0.171
3524.665,-0.171
3524.67,-0.17300001
3524.6748,-0.177
3524.68,-0.179
3524.6848,-0.178
3524.69,-0.17400001
3524.6948,-0.171
3524.7,-0.17400001
3524.7048,-0.18100001
3524.71,-0.185
3524.7148,-0.18300001
3524.72,-0.178
3524.7249,-0.17600001
3524.73,-0.178
3524.7349,-0.18200001
3524.74,-0.185
3524.7449,-0.18400002
3524.75,-0.18400002
3524.755,-0.18400002
3524.76,-0.18300001
3524.765,-0.18
3524.77,-0.18
3524.775,-0.18200001
3524.78,-0.186
3524.785,-0.187
3524.79,-0.185
3524.795,-0.187
3524.7998,-0.194
3524.805,-0.2
3524.8098,-0.201
3524.815,-0.19600001
3524.8198,-0.193
3524.825,-0.194
3524.8298,-0.194
3524.835,-0.186
3524.8398,-0.172
3524.845,-0.163
3524.8499,-0.165
3524.855,-0.17600001
3524.8599,-0.18200001
3524.865,-0.178
3524.8699,-0.17600001
3524.875,-0.18400002
3524.88,-0.19600001
3524.885,-0.19600001
3524.89,-0.18400002
3524.895,-0.178
3524.9,-0.185
3524.905,-0.18100001
3524.91,-0.134
3524.915,-0.052
3524.92,0.026
3524.9248,0.075
3524.93,0.1
3524.9348,0.09
3524.94,-0.011000001
3524.9448,-0.24300002
3524.95,-0.54300004
3524.9548,-0.757
3524.96,-0.77000004
3524.9648,-0.61700004
3524.97,-0.43400002
3524.9749,-0.32000002
3524.98,-0.26700002
3524.9849,-0.22500001
3524.99,-0.179
3524.9949,-0.15300001
3525.0,-0.156
3525.005,-0.164
3525.01,-0.155
3525.015,-0.13900001
3525.02,-0.133
3525.025,-0.13800001
3525.03,-0.13900001
3525.035,-0.132
3525.04,-0.125
3525.045,-0.12200001
3525.0498,-0.120000005
3525.055,-0.116000004
3525.0598,-0.113000005
3525.065,-0.11400001
3525.0698,-0.116000004
3525.075,-0.113000005
3525.0798,-0.105000004
3525.085,-0.097
3525.0898,-0.09200001
3525.095,-0.087000005
3525.0999,-0.080000006
3525.105,-0.072000004
3525.1099,-0.064
3525.115,-0.057000004
3525.1199,-0.05
3525.125,-0.042000003
3525.13,-0.031000001
3525.135,-0.016
3525.14,0.0
3525.145,0.016
3525.15,0.030000001
3525.155,0.046000004
3525.16,0.064
3525.165,0.085
3525.17,0.104
3525.1748,0.117000006
3525.18,0.127
3525.1848,0.135
3525.19,0.14400001
3525.1948,0.15
3525.2,0.15200001
3525.2048,0.148
3525.21,0.142
3525.2148,0.135
3525.22,0.12200001
3525.2249,0.101
3525.23,0.072000004
3525.2349,0.042000003
3525.24,0.015000001
3525.2449,-0.008
3525.25,-0.032
3525.255,-0.057000004
3525.26,-0.079
3525.265,-0.096
3525.27,-0.108
3525.275,-0.117000006
3525.28,-0.125
3525.285,-0.132
3525.29,-0.13800001
3525.295,-0.141
3525.2998,-0.143
3525.305,-0.14400001
3525.3098,-0.148
3525.315,-0.15300001
3525.3198,-0.155
3525.325,-0.155
3525.3298,-0.15300001
3525.335,-0.15200001
3525.3398,-0.15300001
3525.345,-0.15200001
3525.3499,-0.148
3525.355,-0.143
3525.3599,-0.14
3525.365,-0.14
3525.3699,-0.13900001
3525.375,-0.13800001
3525.38,-0.13700001
3525.385,-0.136
3525.39,-0.135
3525.395,-0.134
3525.4,-0.134
3525.405,-0.134
3525.41,-0.135
3525.415,-0.136
3525.42,-0.13700001
3525.4248,-0.13900001
3525.43,-0.141
3525.4348,-0.142
3525.44,-0.141
3525.4448,-0.141
3525.45,-0.142
3525.4548,-0.143
3525.46,-0.14500001
3525.4648,-0.14600001
3525.47,-0.149
3525.4749,-0.15100001
3525.48,-0.15300001
3525.4849,-0.15300001
3525.49,-0.15200001
3525.4949,-0.15100001
3525.5,-0.15100001
3525.505,-0.15200001
3525.51,-0.15300001
3525.515,-0.155
3525.52,-0.155
3525.525,-0.155
3525.53,-0.15400001
3525.535,-0.155
3525.54,-0.155
3525.545,-0.15400001
3525.5498,-0.15300001
3525.555,-0.15100001
3525.5598,-0.15
3525.565,-0.15
3525.5698,-0.15100001
3525.575,-0.15100001
3525.5798,-0.15100001
3525.585,-0.15
3525.5898,-0.15
3525.595,-0.15
3525.5999,-0.15100001
3525.605,-0.15200001
3525.6099,-0.15200001
3525.615,-0.15300001
3525.6199,-0.156
3525.625,-0.16000001
3525.63,-0.163
3525.635,-0.163
3525.64,-0.16000001
3525.645,-0.15400001
3525.65,-0.14600001
3525.655,-0.14
3525.66,-0.136
3525.665,-0.132
3525.67,-0.126
3525.6748,-0.120000005
3525.68,-0.119
3525.6848,-0.123
3525.69,-0.123
3525.6948,-0.11800001
3525.7,-0.117000006
3525.7048,-0.124000005
3525.71,-0.13000001
3525.7148,-0.123
3525.72,-0.11400001
3525.7249,-0.12200001
3525.73,-0.13800001
3525.7349,-0.127
3525.74,-0.080000006
3525.7449,-0.036000002
3525.75,-0.031000001
3525.755,-0.022000002
3525.76,0.061000004
3525.765,0.19500001
3525.77,0.23
3525.775,0.044000003
3525.78,-0.294
3525.785,-0.558
3525.79,-0.58500004
3525.795,-0.42400002
3525.7998,-0.24900001
3525.805,-0.16600001
3525.8098,-0.15
3525.815,-0.13100001
3525.8198,-0.09900001
3525.825,-0.083000004
3525.8298,-0.089
3525.835,-0.093
3525.8398,-0.080000006
3525.845,-0.066
3525.8499,-0.066
3525.855,-0.071
3525.8599,-0.065000005
3525.865,-0.051000003
3525.8699,-0.045
3525.875,-0.05
3525.88,-0.056
3525.885,-0.054
3525.89,-0.046000004
3525.895,-0.039
3525.9,-0.035
3525.905,-0.032
3525.91,-0.027
3525.915,-0.020000001
3525.92,-0.013
3525.9248,-0.009000001
3525.93,-0.011000001
3525.9348,-0.013
3525.94,-0.007
3525.9448,0.008
3525.95,0.025
3525.9548,0.035
3525.96,0.041
3525.9648,0.05
3525.97,0.063
3525.9749,0.079
3525.98,0.094000004
3525.9849,0.109000005
3525.99,0.125
3525.9949,0.14
3526.0,0.156
3526.005,0.17300001
3526.01,0.192
3526.015,0.20600002
3526.02,0.21200001
3526.025,0.21200001
3526.03,0.21000001
3526.035,0.21000001
3526.04,0.20700002
3526.045,0.2
3526.0498,0.19000001
3526.055,0.177
3526.0598,0.15900001
3526.065,0.132
3526.0698,0.101
3526.075,0.076000005
3526.0798,0.058000002
3526.085,0.044000003
